id,lon,lat
6,34.851612,31.046051
5481,80.77179699999999,7.873053999999999
15,34.851612,31.046051
19,29.9187387,31.2000924
34,33.429859,35.126413
40,23.5,38.55
5457,130.958688,32.6453356
63,140.6448128,35.9657558
70,139.7571612,35.6957692
75,34.851612,31.046051
80,51.6834275,26.7505337
82,36.1,35.25
3103,28.1122679,40.6681407
95,138.252924,36.204824
99,3.515625,56.511018
3113,14.1466046,40.6871039
127,25.1612972,35.3441944
2318,28.1122679,40.6681407
132,140.6448128,35.9657558
139,-121.2386632,38.5472263
148,137.7911688,34.7300877
147,-155.5827818,19.8967662
4271,-9.1393366,38.7222524
158,134.5593601,34.0657179
161,139.7571612,35.6957692
4265,-25.6755944,37.7412488
166,35.233154,31.952162
167,-99.0403085,19.586396
3483,25.4915146,37.69882610000001
181,138.5723034,35.6748812
3484,28.1122679,40.6681407
182,5.291265999999999,52.132633
188,140.872183,38.268737
209,138.252924,36.204824
241,25.3182761,35.3336674
242,21.824312,39.074208
250,121.2626366,16.5662318
266,126.6093926,-5.703938099999999
267,137.7911688,34.7300877
273,138.252924,36.204824
274,-75.015152,-9.189967
276,-19.020835,64.963051
284,140.8266406,35.7346813
3135,-82.4487274,27.081286
289,142.0,39.3333333
305,138.252924,36.204824
3487,25.268555,39.019184
320,140.6514693,36.5991539
327,137.747311,34.668899
5302,101.3431058,-0.589724
3137,14.1466046,40.6871039
332,-75.015152,-9.189967
333,114.404754,15.488092
334,-71.542969,-35.675147
336,138.252924,36.204824
342,142.0,39.3333333
3138,14.1466046,40.6871039
344,-75.015152,-9.189967
343,126.6093926,-5.703938099999999
4269,-25.6755944,37.7412488
351,140.4747282,37.7608337
352,141.3029167,38.4344802
356,130.958688,32.6453356
357,137.747311,34.668899
3148,25.4615092,36.3931562
3149,14.1466046,40.6871039
388,137.7911688,34.7300877
3151,14.1466046,40.6871039
3152,2.8577105,39.5341789
390,136.7478493,34.7080871
3153,14.1466046,40.6871039
3687,-76.969425,-12.1340812
3158,14.4509125,40.7540553
401,142.0,39.3333333
2691,88.36389500000001,22.572646
3489,22.5721881,38.193588
3163,11.2032186,42.3951471
425,-8.224454,39.39987199999999
441,140.8721,38.2688373
446,35.7952667,35.5407103
3491,28.1122679,40.6681407
4284,-8.4115401,43.3623436
4285,2.8577105,39.5341789
3492,21.824312,39.074208
467,-75.7367268,43.1753331
3188,14.1466046,40.6871039
493,-7.692053599999999,53.1423672
508,114.5548495,0.9618833999999999
3189,10.3105674,43.548473
3190,18.0480105,34.5531284
510,-57.6604364,53.1355091
3191,9.012892599999999,42.0396042
515,138.252924,36.204824
3468,19.863281,58.48795200000001
3495,25.268555,39.019184
520,139.6999325,35.6997863
523,149.008381,45.5386765
531,-77.297508,18.109581
4221,11.3431058,40.0769862
548,-4.465836599999999,53.8276917
554,-95.712891,37.09024
4268,-25.6755944,37.7412488
4303,-1.1743197,52.3555177
3216,14.1466046,40.6871039
594,21.642224,38.3170062
600,137.7911688,34.7300877
601,-8.224454,39.39987199999999
605,-122.403527,37.7948359
610,-155.5827818,19.8967662
618,138.252924,36.204824
3496,18.8076195,37.7884803
620,23.7275388,37.9838096
3270,8.946256,44.4056499
3272,35.5017767,33.8937913
642,18.0944238,42.65066059999999
3288,17.2902839,41.85509039999999
652,9.501785,56.26392
660,-120.8958242,38.8375215
658,-95.712891,37.09024
659,-95.712891,37.09024
666,-76.969425,-12.1340812
669,138.0803529,36.07862790000001
670,119.7889248,-7.683650599999999
673,-82.18772299999999,35.1753663
674,5.291265999999999,52.132633
690,28.64795,30.8215983
692,140.8721,38.2688373
704,-64.896335,18.335765
2329,-155.5827818,19.8967662
716,-116.419389,34.9592083
714,-155.5827818,19.8967662
721,-75.015152,-9.189967
4313,-74.930206,44.4473142
4302,-5.0527125,50.26604709999999
736,18.0944238,42.65066059999999
737,138.252924,36.204824
745,18.0944238,42.65066059999999
746,129.877667,32.7502856
740,-95.712891,37.09024
3312,27.142826,38.423734
3316,11.2486208,43.7710513
3317,11.2486208,43.7710513
3318,11.2486208,43.7710513
3319,11.2486208,43.7710513
3320,11.2486208,43.7710513
3321,11.2486208,43.7710513
3322,11.2486208,43.7710513
3323,11.2486208,43.7710513
748,27.142826,38.423734
3325,10.3105674,43.548473
3326,10.3105674,43.548473
3327,10.3105674,43.548473
3353,-81.7948103,26.1420358
754,142.0,39.3333333
758,159.5314398,56.1327377
5485,174.3121264,-41.340991
5486,174.776236,-41.2864603
3433,10.3105674,43.548473
3354,10.3105674,43.548473
3357,10.3105674,43.548473
777,-69.603798,-23.1472
778,-73.0714486,43.1646018
782,27.5671944,36.2295823
785,-95.712891,37.09024
3434,10.3105674,43.548473
3373,10.3105674,43.548473
786,-73.0714486,43.1646018
3435,10.3105674,43.548473
789,-73.0714486,43.1646018
793,126.6093926,-5.703938099999999
3374,8.8362755,43.7542275
795,126.6093926,-5.703938099999999
5452,126.6093926,-5.703938099999999
798,-122.403527,37.7948359
3375,11.3431058,40.0769862
3376,17.2902839,41.85509039999999
3437,8.8362755,43.7542275
823,-116.419389,34.9592083
826,-116.419389,34.9592083
828,-120.8958242,38.8375215
2667,-120.8958242,38.8375215
832,-120.8958242,38.8375215
833,-120.8958242,38.8375215
841,-73.0714486,43.1646018
843,-25.6755944,37.7412488
3378,8.8362755,43.7542275
855,-25.6755944,37.7412488
4982,160.4312897,-40.8580795
877,174.885971,-40.900557
886,-95.712891,37.09024
889,-69.603798,-23.1472
891,23.6469832,37.9429857
893,-95.68148,29.86572
3441,-3.4195527,36.2144014
903,-155.5827818,19.8967662
905,-83.9279863,43.4104458
908,-82.18772299999999,35.1753663
910,-120.8958242,38.8375215
2687,-120.8958242,38.8375215
919,-155.5827818,19.8967662
3443,8.8362755,43.7542275
3444,8.916667,44.166667
925,-57.6604364,53.1355091
932,101.3431058,-0.589724
5539,-77.1259843,-12.0508491
941,120.8958242,8.5190434
946,-120.8696294,37.7506393
947,23.4811022,37.8944104
954,-120.8696294,37.7506393
959,23.6680747,36.9583014
960,-95.712891,37.09024
961,20.4369672,38.2022209
3448,18.8076195,37.7884803
3449,25.268555,39.019184
972,-155.5827818,19.8967662
973,-155.5827818,19.8967662
974,-155.5827818,19.8967662
4304,-1.1743197,52.3555177
978,-116.419389,34.9592083
980,-75.015152,-9.189967
990,-155.5827818,19.8967662
997,-120.8958242,38.8375215
998,-120.8958242,38.8375215
1000,-120.8958242,38.8375215
1007,-75.015152,-9.189967
3452,25.268555,39.019184
5619,-61.55099999999999,16.265
3421,17.2902839,41.85509039999999
3423,12.56738,41.87194
3424,8.8362755,43.7542275
1018,-155.5827818,19.8967662
1029,-68.9259629,-22.4593853
1028,22.5721881,38.193588
1035,-155.5827818,19.8967662
1036,-155.5827818,19.8967662
1042,-155.5827818,19.8967662
1043,-122.403527,37.7948359
1032,-19.020835,64.963051
1052,-71.542969,-35.675147
3425,18.8076195,37.7884803
1058,-95.68148,29.86572
2414,-120.8958242,38.8375215
5536,128.0,26.5
3454,8.8362755,43.7542275
3679,87.5395855,13.531665
1067,-156.6594405,20.8887265
1068,-156.6594405,20.8887265
1072,-155.5827818,19.8967662
1087,-119.4179324,36.778261
1089,-95.712891,37.09024
1108,113.921327,-0.789275
1111,140.5888856,47.9601604
1014,17.2902839,41.85509039999999
3457,18.8076195,37.7884803
1127,-175.2515482,-21.1465968
5538,114.341745,30.546558
1136,-99.0403085,19.586396
1137,-172.104629,-13.759029
1150,133.9344057,34.6617511
3461,8.8362755,43.7542275
3722,1.659626,28.033886
1158,-120.8958242,38.8375215
1159,-120.8958242,38.8375215
1165,-82.18772299999999,35.1753663
1161,87.5395855,13.531665
1169,-120.8958242,38.8375215
3463,8.8362755,43.7542275
5635,-155.5827818,19.8967662
5612,-175.198242,-21.178986
5554,128.0,-2.0
2727,-95.712891,37.09024
1193,113.921327,-0.789275
1201,25.5917918,40.4476834
3407,2.1450245,40.2890514
1218,-155.5827818,19.8967662
1221,-116.419389,34.9592083
1228,-116.419389,34.9592083
1229,-120.8958242,38.8375215
3497,18.8076195,37.7884803
1236,-95.712891,37.09024
1230,-19.020835,64.963051
1239,-95.712891,37.09024
1247,28.64795,30.8215983
1297,-95.712891,37.09024
1298,120.960515,23.69781
1301,-155.5827818,19.8967662
1302,-155.5827818,19.8967662
1304,-155.5827818,19.8967662
1305,-155.5827818,19.8967662
1306,-155.5827818,19.8967662
1310,-123.1386021,45.5469616
1319,-159.777671,-21.236736
4844,-2.0216798,48.6510142
3604,153.4,-28.016667
1336,166.8417424,11.3246908
1345,-123.1386021,45.5469616
2370,-89.9985064,29.2326686
5543,175.9150389,-38.791557
1389,-95.712891,37.09024
5474,-95.712891,37.09024
1415,113.921327,-0.789275
1425,143.95555,-6.314992999999999
1433,-85.65504709999999,10.5771919
5617,-153.9704329,-16.8088383
1452,-19.020835,64.963051
1467,-155.5827818,19.8967662
1469,-155.5827818,19.8967662
1493,-155.5827818,19.8967662
1501,-90.065918,25.304304
5022,160.4312897,-40.8580795
1520,-68.9259629,-22.4593853
1523,127.766922,35.907757
1525,-120.8958242,38.8375215
1533,140.5888856,47.9601604
1537,140.5888856,47.9601604
1540,-155.5827818,19.8967662
1542,121.2626366,16.5662318
3418,12.56738,41.87194
1558,-119.4179324,36.778261
1561,120.8958242,8.5190434
1564,-159.777671,-21.236736
1574,-8.224454,39.39987199999999
1583,-95.712891,37.09024
3656,25.268555,39.019184
2381,-63.25624819999999,10.6429802
1623,-155.5827818,19.8967662
3403,12.56738,41.87194
5461,-99.0403085,19.586396
2455,-73.7965732,40.7852326
5541,-71.49968319999999,41.3911862
1754,-95.712891,37.09024
1771,-155.5827818,19.8967662
1791,-95.712891,37.09024
1794,-95.712891,37.09024
1814,-95.712891,37.09024
1821,-95.712891,37.09024
1828,-95.712891,37.09024
1830,-95.712891,37.09024
1832,-95.712891,37.09024
1839,-95.712891,37.09024
3572,104.195397,35.86166
1876,-155.5827818,19.8967662
1878,-75.015152,-9.189967
1903,-71.6265038,-33.0403516
1918,25.268555,39.019184
1952,-95.712891,37.09024
5492,151.272061,-33.766608
5448,78.96288,20.593684
2688,-116.419389,34.9592083
2462,-95.712891,37.09024
3032,167.954712,-29.040835
2588,124.7740793,-1.8268344
5611,-127.6476206,53.7266683
4336,-95.712891,37.09024
4443,-95.712891,37.09024
5483,-28.6731465,-14.5994134
5603,3.515625,56.511018
